task,repo,n,npass,p,v,keep,gt_class,gt_rank
aiohttp:b7e3b300369d2b8c1a1bd1e269bf23b51dc0d8ce,aiohttp,24,0,0.0000,0.0000,0,dead,2553
aiohttp:c266fc770ab167da6e9af11ca2f345b694270b7b,aiohttp,16,0,0.0000,0.0000,0,dead,2554
aiohttp:dd5bb073107caa1c764158b87fb8482124aad6c1,aiohttp,24,0,0.0000,0.0000,0,dead,2555
aiohttp:750a09537324940f2b29cf62e023a94b9a1a8709,aiohttp,24,0,0.0000,0.0000,0,dead,2556
aiohttp:6d192e795a104730da6cd96d5d9ba2fbaa22eee6,aiohttp,24,0,0.0000,0.0000,0,dead,2557
aiohttp:22a12cc2e2ef289d9e96fd87dfc17272177e52ac,aiohttp,24,0,0.0000,0.0000,0,dead,2558
aiohttp:9ff938eea3eb91165cfe45c0bf2432f56896d3e5,aiohttp,24,0,0.0000,0.0000,0,dead,2559
aiohttp:5e498df77b6034455d5b65f7a963f2cb2f605990,aiohttp,24,0,0.0000,0.0000,0,dead,2560
aiohttp:5ddff951a40d0e699b3037f8482b53bf1d9f3990,aiohttp,24,0,0.0000,0.0000,0,dead,2561
aiohttp:d9c65b97afe64d2c27e46421dc115c80535930ca,aiohttp,24,0,0.0000,0.0000,0,dead,2562
aiohttp:b1091c35c381851f3fa200f4a9fe1c38c5dfb678,aiohttp,24,0,0.0000,0.0000,0,dead,2563
aiohttp:e8339e7687a6c228076f788237b6dbe95ae711e5,aiohttp,24,0,0.0000,0.0000,0,dead,2564
aiohttp:b8ce8fb669bfca6734f3bb0f0c523ee74353a113,aiohttp,24,0,0.0000,0.0000,0,dead,2565
aiohttp:7199e09eceb279a90a1921f9dd784ad7a1d1b805,aiohttp,24,0,0.0000,0.0000,0,dead,2566
aiohttp:53476dfd4ef4fb1bb74a267714bbc39eda71b403,aiohttp,24,0,0.0000,0.0000,0,dead,2567
aiohttp:e4ae01c2077d2cfa116aa82e4ff6866857f7c466,aiohttp,16,0,0.0000,0.0000,0,dead,2568
aiohttp:ee0657dfc26dc9f2aecf87f651b9dae0d14d9740,aiohttp,24,0,0.0000,0.0000,0,dead,2569
aiohttp:c04a45d9c37d3e5fc740c3ab73595048af6476a9,aiohttp,24,0,0.0000,0.0000,0,dead,2570
aiohttp:8c36b51e479bf2eec5ad71043c07232dc26d1582,aiohttp,24,0,0.0000,0.0000,0,dead,2571
aiohttp:249855ad9cdbdb3d6eca90a0a5b675c409274ab6,aiohttp,24,0,0.0000,0.0000,0,dead,2572
aiohttp:bce6e3c7324f53342bcd225103771c509fc4a67f,aiohttp,24,0,0.0000,0.0000,0,dead,2573
aiohttp:dfaafac078d3f5ee5902933709f7264e9b1ffd70,aiohttp,24,0,0.0000,0.0000,0,dead,2574
aiohttp:d15dbb3be3172a4fad1fd9367baf95059100f81b,aiohttp,24,0,0.0000,0.0000,0,dead,2575
aiohttp:52581e8af7ceed473659ae3d88795183c71ee37d,aiohttp,24,0,0.0000,0.0000,0,dead,2576
aiohttp:1d761e172bcb5314a9f9dbcf3e0fb1e1ea8c995b,aiohttp,24,0,0.0000,0.0000,0,dead,2577
aiohttp:64a3d30a57952ec86caa2688d4a98696a486d3ea,aiohttp,24,0,0.0000,0.0000,0,dead,2578
aiohttp:524bd16663338a535f1002b44e91bfa9206337fb,aiohttp,24,0,0.0000,0.0000,0,dead,2579
aiohttp:5a6949da642d1db6cf414fd0d1f70e54c7b7be14,aiohttp,24,0,0.0000,0.0000,0,dead,2580
aiohttp:44d809f330aa249de582d8c3cdfd284fb4247483,aiohttp,24,0,0.0000,0.0000,0,dead,2581
aiohttp:64f5fe2c23b9b6aa35a231e9d95c267f26e28c24,aiohttp,24,0,0.0000,0.0000,0,dead,2582
aiohttp:f4b5552c49a43359d3e2a14dc7d0d44262f9e41f,aiohttp,24,0,0.0000,0.0000,0,dead,2583
aiohttp:1e7faf857c9c68400848ba43a894479681736b0c,aiohttp,24,0,0.0000,0.0000,0,dead,2584
aiohttp:f99348b989eb9741e7f19412045a685308db15a3,aiohttp,24,0,0.0000,0.0000,0,dead,2585
aiohttp:2ac5bbce5c7c6e3a442951ef7638b23f61b76a25,aiohttp,24,0,0.0000,0.0000,0,dead,2586
aiohttp:871fedcb014c0e568f4eed3ef5c74ae94c59c936,aiohttp,24,0,0.0000,0.0000,0,dead,2587
aiohttp:fca5a7a0c8f3e713a4af2568fa94209f59f16fca,aiohttp,24,0,0.0000,0.0000,0,dead,2588
aiohttp:3cc00d3cdbab8ec6cf511700b15e33858a608d40,aiohttp,24,0,0.0000,0.0000,0,dead,2589
aiohttp:4075c653fb67a29740bf9ac050bb02d10a57343a,aiohttp,24,0,0.0000,0.0000,0,dead,2590
aiohttp:b8548c7d4784cec1caaf67534c409069808a253c,aiohttp,16,0,0.0000,0.0000,0,dead,2591
aiohttp:25ef450238864d06ba8a44227080e4a7b354ba76,aiohttp,24,0,0.0000,0.0000,0,dead,2592
aiohttp:216e082807d02fafaacca57fc883c86826b126d3,aiohttp,24,0,0.0000,0.0000,0,dead,2593
aiohttp:1e86b777e61cf4eefc7d92fa57fa19dcc676013b,aiohttp,24,0,0.0000,0.0000,0,dead,2594
aiohttp:b235e7656f8a4b07e1ad5ec74f28f6c05933620b,aiohttp,24,0,0.0000,0.0000,0,dead,2595
aiohttp:d9a9368f0923e1447231880075271e7fe38683d8,aiohttp,24,0,0.0000,0.0000,0,dead,2596
aiohttp:5269480e0f4f93786434065c858b966402a4bf6f,aiohttp,8,0,0.0000,0.0000,0,dead,2597
aiohttp:01ed18945cf331cff6c2221116d7678855a31167,aiohttp,8,0,0.0000,0.0000,0,dead,2598
aiohttp:ce2e9758814527589b10759a20783fb03b98339f,aiohttp,8,0,0.0000,0.0000,0,dead,2599
aiohttp:1a389a53b21305d05cbe9f4fa64b271b5c42015f,aiohttp,16,0,0.0000,0.0000,0,dead,2600
aiohttp:b0536ae6babf160105d4025ea87c02b9fa5629f1,aiohttp,16,0,0.0000,0.0000,0,dead,2601
aiohttp:78d45e733dfeebc0914a409ea2af646fcb6f1c61,aiohttp,16,0,0.0000,0.0000,0,dead,2602
aiohttp:29501d81ebd8b9cc31994d374db200a5d2d3681d,aiohttp,16,0,0.0000,0.0000,0,dead,2603
aiohttp:970c5d9d84afc8fb762ff04940b5e25449a1f6ae,aiohttp,16,0,0.0000,0.0000,0,dead,2604
aiohttp:ee87a049be63887c0a5d9f4e6008b4e47460f16c,aiohttp,16,0,0.0000,0.0000,0,dead,2605
aiohttp:ba9b33e63a18841cdb7cf5f912d99ccbea91dee4,aiohttp,16,0,0.0000,0.0000,0,dead,2606
aiohttp:640bb1ef50b93303c3ef857cbf2f89cd94e9137a,aiohttp,16,0,0.0000,0.0000,0,dead,2607
aiohttp:ea948a4a984d2db4fceb42e6706f87e21cfea6a5,aiohttp,16,0,0.0000,0.0000,0,dead,2608
aiohttp:8a6c703415addca5b5aaa011476bd7f2df324a28,aiohttp,16,0,0.0000,0.0000,0,dead,2609
aiohttp:ce9c4eb0f895f356e775ca268d7ccef908f4c936,aiohttp,16,0,0.0000,0.0000,0,dead,2610
aiohttp:841d00eb3c5393fc6eccbfcd09114b14c74772d4,aiohttp,16,0,0.0000,0.0000,0,dead,2611
aiohttp:6e4e554781dce834f9a1298f36f9382e57d5276d,aiohttp,16,0,0.0000,0.0000,0,dead,2612
aiohttp:4f41d05e1a1340303a92e77a166646af370291e8,aiohttp,16,0,0.0000,0.0000,0,dead,2613
aiohttp:90f058984a559c215f1721776326c145f9c77af9,aiohttp,8,0,0.0000,0.0000,0,dead,2614
aiohttp:74705a48f242bc2d807e3129c9b88fd22f6eb22b,aiohttp,16,0,0.0000,0.0000,0,dead,2615
aiohttp:0e6bbbce2d19ba2b155b4c801e95365902cae6ef,aiohttp,16,0,0.0000,0.0000,0,dead,2616
aiohttp:e15c602b08cc943f5078a6284449f8e949cbb230,aiohttp,16,0,0.0000,0.0000,0,dead,2617
aiohttp:42d30d52b774357a80badc20d40e83ce4c165b67,aiohttp,16,0,0.0000,0.0000,0,dead,2618
aiohttp:6462f7553ff1e7f1778c5e1d315bd5ff890ceaa5,aiohttp,16,0,0.0000,0.0000,0,dead,2619
aiohttp:8f881a7ad81e1bb48a3ebde5b8712498d613ffcf,aiohttp,8,0,0.0000,0.0000,0,dead,2620
aiohttp:d0e60d59d00d394193c8b40ac746146e094d5fb9,aiohttp,16,0,0.0000,0.0000,0,dead,2621
aiohttp:ea316336f0b247bb85fd7ee0e4e41f5eac682228,aiohttp,16,0,0.0000,0.0000,0,dead,2622
aiohttp:af8900de0e06c187a1235acd465c4b1ed2e5e6a0,aiohttp,8,0,0.0000,0.0000,0,dead,2623
aiohttp:cdc6fbf6af51a9c1b73058f0f84b6437047828fe,aiohttp,8,0,0.0000,0.0000,0,dead,2624
coveragepy:94920c01e81048f9167cd4a2225cdee00659ad16,coveragepy,24,13,0.5417,0.9906,1,learnable,100
coveragepy:952ee6c3ce1b13a8bf422a14fdd8c95ce887e14a,coveragepy,24,11,0.4583,0.9906,1,learnable,161
coveragepy:5c3d0946821118ad11f5b10753c638a446f24bfe,coveragepy,16,7,0.4375,0.9886,1,learnable,219
coveragepy:ea131dcba50dbfe27288c14136f54792fa64f5cf,coveragepy,24,10,0.4167,0.9857,1,learnable,295
coveragepy:198a11535b5065416c41e7fdc025718c1a92eff3,coveragepy,24,15,0.6250,0.9763,1,learnable,405
coveragepy:94b231f7b6175a38e97ff2555a4553bfa0b58389,coveragepy,24,15,0.6250,0.9763,1,learnable,406
coveragepy:357d789ddf413a55326623aed47ad816b3f78071,coveragepy,24,16,0.6667,0.9608,1,learnable,633
coveragepy:f5eb5f2159180db8cf0a1cf8b34bc96f1140dc96,coveragepy,16,11,0.6875,0.9500,1,learnable,770
coveragepy:28c29a72242e76dab658fe07f104961889c85c12,coveragepy,24,7,0.2917,0.9366,1,learnable,857
coveragepy:b1194fbc5ca33e41b1b8ab467e0c758d3080750b,coveragepy,16,12,0.7500,0.8999,1,learnable,989
coveragepy:19545b7d78fb91a82088517681e20cf4ffcd8c63,coveragepy,16,12,0.7500,0.8999,1,learnable,990
coveragepy:aefe08b437d1ce9c4e0bbdd7dba69e7316ede313,coveragepy,24,6,0.2500,0.8999,1,learnable,991
coveragepy:2e63e41be0774e51b7683457f31500d99c75c9f1,coveragepy,16,4,0.2500,0.8999,1,learnable,992
coveragepy:6bb1c275ba6e1a77f7e8fe13445dbd899c3122b5,coveragepy,24,5,0.2083,0.8457,1,learnable,1246
coveragepy:ea6906b092d9bb09285094eee94e322d2cb413a5,coveragepy,16,13,0.8125,0.8101,1,learnable,1402
coveragepy:c1bfa7352368b63f3a9b30c02f242408d07a7ab2,coveragepy,16,13,0.8125,0.8101,1,learnable,1403
coveragepy:903d2de43ac8c3d9d8ac081bc30d834f3894052d,coveragepy,16,3,0.1875,0.8101,1,learnable,1404
coveragepy:16ef35f9be4f7b225750fac576e0f6245a100752,coveragepy,24,4,0.1667,0.7674,1,learnable,1482
coveragepy:89f44c12465b16a1ee63eb9e75ce13bb5a42e532,coveragepy,16,14,0.8750,0.6564,1,learnable,1644
coveragepy:5dbbe1430c16fe15b553e6909be8be5f2b9b71b9,coveragepy,24,21,0.8750,0.6564,1,learnable,1645
coveragepy:97997d2cd6801d0335e3fa162b719d6f8c160266,coveragepy,24,3,0.1250,0.6564,1,learnable,1646
coveragepy:59b07a12de95de776fa2f44a2101f63a156fee75,coveragepy,24,3,0.1250,0.6564,1,learnable,1647
coveragepy:0d6a8784cdafd46409fe187ad87b7c38772d6d1b,coveragepy,24,3,0.1250,0.6564,1,learnable,1648
coveragepy:169972546b699f01813131d5356d0edcfc739343,coveragepy,16,2,0.1250,0.6564,1,learnable,1649
coveragepy:e9e703c7885840412295a0aaf3c84b5244483881,coveragepy,16,2,0.1250,0.6564,1,learnable,1650
coveragepy:1c653dd10d3b75b9b442981139bc8e796aea148c,coveragepy,24,2,0.0833,0.5015,1,learnable,1937
coveragepy:f12672d37060f986246e5cb13dfd036ab09eb70b,coveragepy,24,22,0.9167,0.5015,1,learnable,2058
coveragepy:b5ff17dbadb4ae4c7aaa9d35cfdf6ef633a9ccf3,coveragepy,16,15,0.9375,0.4033,1,learnable,2137
coveragepy:07c3c5dbf5bc3ebe22855fd77a388f12a0bec066,coveragepy,16,15,0.9375,0.4033,1,learnable,2138
coveragepy:edadbece423b100ff3513cd26670b1fc2631cbf3,coveragepy,16,1,0.0625,0.4033,1,learnable,2139
coveragepy:f668d6f32e2d0864ee84e5f556860a085bc6ecfb,coveragepy,16,1,0.0625,0.4033,1,learnable,2140
coveragepy:6157eb4ecbc2df45d739f4b656eab644ca628694,coveragepy,24,23,0.9583,0.2886,1,learnable,2265
coveragepy:341e737bd5010ffd794b029b3051a7ae210bfef2,coveragepy,24,1,0.0417,0.2886,1,learnable,2357
coveragepy:05fbe9c95352ad7536c1f8ebd53a6739714a8af9,coveragepy,24,24,1.0000,0.0000,0,trivial,2625
coveragepy:2d7ad503f60f982d6431870663238a76e5a28b56,coveragepy,24,24,1.0000,0.0000,0,trivial,2626
coveragepy:b79005b3b7225497f55dfce872d72f9323ddf08c,coveragepy,16,16,1.0000,0.0000,0,trivial,2627
coveragepy:5901967e95ae72ec2b5be05bc08e1924e08a604b,coveragepy,24,0,0.0000,0.0000,0,dead,2628
coveragepy:f9a74c79b80200d065b4bd79acc427558c7db5a7,coveragepy,24,0,0.0000,0.0000,0,dead,2629
coveragepy:1b19799edfbfc65dea254e8fcaa0dea23e9709f9,coveragepy,24,0,0.0000,0.0000,0,dead,2630
coveragepy:aabc54031a673e2f789620a993a90197a36f0e95,coveragepy,24,0,0.0000,0.0000,0,dead,2631
coveragepy:562e7593673d7e33e76d1eb7b22c3f0ad6fa3dfd,coveragepy,24,0,0.0000,0.0000,0,dead,2632
coveragepy:11dcf13f48a3fd6cb21ad2e96998061d127ac2ff,coveragepy,24,0,0.0000,0.0000,0,dead,2633
coveragepy:45cf7936ee605cfe06f7f5967a72a73198960120,coveragepy,24,0,0.0000,0.0000,0,dead,2634
coveragepy:f0a8b6ffe07b24398ab01b2fb8654572966fa5f4,coveragepy,24,0,0.0000,0.0000,0,dead,2635
coveragepy:e0a550b27c984b2ca025090174ae73cc9a6a3f76,coveragepy,24,0,0.0000,0.0000,0,dead,2636
coveragepy:c44bbcd1d86e6c4192988f20319d9e3c94e263b6,coveragepy,24,0,0.0000,0.0000,0,dead,2637
coveragepy:25311c6caabed2f13da991dae52352c3c896a3e9,coveragepy,8,0,0.0000,0.0000,0,dead,2638
coveragepy:7fb846e8c12b33f9f82964bbb1cef7cc2795d42d,coveragepy,16,0,0.0000,0.0000,0,dead,2639
coveragepy:6217af70939d939b6abfc4abfe32a03bc47da967,coveragepy,24,0,0.0000,0.0000,0,dead,2640
coveragepy:3760b9876cc837f7d5d22fbadf6a0da51eb9cec5,coveragepy,24,0,0.0000,0.0000,0,dead,2641
coveragepy:0387bbaa5e9ab2ad834311249802695ebb0c34ca,coveragepy,24,0,0.0000,0.0000,0,dead,2642
coveragepy:ff2b70a39bbe5f6b6e1752e4664fad64211d2280,coveragepy,24,0,0.0000,0.0000,0,dead,2643
coveragepy:789f1755333cad44115a90f4bc7d404848c3e876,coveragepy,24,0,0.0000,0.0000,0,dead,2644
coveragepy:ebdc2777d36c48fd7fba73782931833c888262ae,coveragepy,16,0,0.0000,0.0000,0,dead,2645
coveragepy:2ace7a261901e164bf54606b80a2dd1b4e49a904,coveragepy,24,0,0.0000,0.0000,0,dead,2646
coveragepy:6c0d09d1f1ef38004b75637f965445c15e0d5b4a,coveragepy,24,0,0.0000,0.0000,0,dead,2647
coveragepy:71f0f4c78b925758768b9a4ab10859c4c76c521e,coveragepy,24,0,0.0000,0.0000,0,dead,2648
coveragepy:a9f5f7fadacaa8a84b4ac247e79bcb6f29935bb1,coveragepy,16,0,0.0000,0.0000,0,dead,2649
coveragepy:2a0e7bc17f932e33ef9c437760ae2f9f60b46390,coveragepy,24,0,0.0000,0.0000,0,dead,2650
coveragepy:e6df5b39be55c44205ea67811bb812e085599d5e,coveragepy,24,0,0.0000,0.0000,0,dead,2651
coveragepy:5a031b056c6f9613b3fa4ceb1a6b73774b56195c,coveragepy,24,0,0.0000,0.0000,0,dead,2652
coveragepy:8f3e7b45b3aabf4d7d01dc470010d3d36f30a0ba,coveragepy,24,0,0.0000,0.0000,0,dead,2653
coveragepy:610a56fb7ef43614be8752c4561c6c0f118db021,coveragepy,24,0,0.0000,0.0000,0,dead,2654
coveragepy:6cbbc90dcd89d8499191a75133a6e2b29f52270a,coveragepy,24,0,0.0000,0.0000,0,dead,2655
coveragepy:84f70f69c5e3f7117d219f842ef66ec037478bc9,coveragepy,24,0,0.0000,0.0000,0,dead,2656
coveragepy:0d6449874cd4d3003ce908d66fa654b64bfea0c0,coveragepy,24,0,0.0000,0.0000,0,dead,2657
coveragepy:66657c17d33ccdffa8ca95c8efa9bd4d64bddf5e,coveragepy,24,0,0.0000,0.0000,0,dead,2658
coveragepy:3823cc6d41956d0b8cfb55d6151673017a825c49,coveragepy,24,0,0.0000,0.0000,0,dead,2659
coveragepy:7836b4faa320cccdeb25966dd8fefcf89107c564,coveragepy,24,0,0.0000,0.0000,0,dead,2660
coveragepy:35e249ff74cfcbc44889107cfcca785696dc4288,coveragepy,16,0,0.0000,0.0000,0,dead,2661
coveragepy:3703bae58b53efec3314bc07b9de157049ad8b70,coveragepy,24,0,0.0000,0.0000,0,dead,2662
coveragepy:d2c87fd4a23ef71f13d6e90aca98585ac515d551,coveragepy,24,0,0.0000,0.0000,0,dead,2663
coveragepy:b471e55a92718fa4711c040edc88308d5101fc86,coveragepy,24,0,0.0000,0.0000,0,dead,2664
coveragepy:129e5616783a1a12fb08fe42f0c0c478e5177da2,coveragepy,24,0,0.0000,0.0000,0,dead,2665
coveragepy:42a651c6e23b4156c5bc37208d97d0788e09edf7,coveragepy,24,0,0.0000,0.0000,0,dead,2666
coveragepy:da1b282d3b39a6232e4cb798838389f7b16a0795,coveragepy,24,0,0.0000,0.0000,0,dead,2667
coveragepy:ec1acd985bf47258e9d209db037fbf6373270b1c,coveragepy,24,0,0.0000,0.0000,0,dead,2668
coveragepy:c4fc383351c8a683e85953785d1365c9e5e791b7,coveragepy,24,0,0.0000,0.0000,0,dead,2669
coveragepy:378c321ba035400b6091505446844e552d8808d5,coveragepy,24,0,0.0000,0.0000,0,dead,2670
coveragepy:07b76b251138dd9bc8a2e2cd585fe822dc36785a,coveragepy,24,0,0.0000,0.0000,0,dead,2671
coveragepy:afe6cf34d022e8dbbaa47826c487a98ca6832721,coveragepy,24,0,0.0000,0.0000,0,dead,2672
coveragepy:2094909df35db45ca7a409cc37f38d49c3191d2a,coveragepy,24,0,0.0000,0.0000,0,dead,2673
coveragepy:9209c555c7612b4a649edca5db97a04177ee5a9a,coveragepy,24,0,0.0000,0.0000,0,dead,2674
coveragepy:d521cfaaf3d021d75c5b7f4549492c8161914b64,coveragepy,24,0,0.0000,0.0000,0,dead,2675
coveragepy:857833e9e901e667f2f3ae419282f8e1a1dd0b6c,coveragepy,24,0,0.0000,0.0000,0,dead,2676
coveragepy:be2812163d49f01a842f332a070f136d2eef56d1,coveragepy,24,0,0.0000,0.0000,0,dead,2677
coveragepy:80bfea74c10dec30a0fa64e1379b80c897b060a9,coveragepy,16,0,0.0000,0.0000,0,dead,2678
coveragepy:c2e35658d8311fd2b5d1460c2cb56762d5fe0ec7,coveragepy,8,0,0.0000,0.0000,0,dead,2679
coveragepy:2d048353b2d1c62f3eee9d82d7ac055229e8e791,coveragepy,16,0,0.0000,0.0000,0,dead,2680
coveragepy:731e9a776539dde46ca4c626ed67a5a09e0fe76a,coveragepy,16,0,0.0000,0.0000,0,dead,2681
coveragepy:277c8c43c9ee59c941ec8fd7da8ea2a49049d1e0,coveragepy,16,0,0.0000,0.0000,0,dead,2682
coveragepy:016af5f6352d69206ac8f7537c2b18828767bcae,coveragepy,16,0,0.0000,0.0000,0,dead,2683
coveragepy:423fa596325acb8f6bcb37a3502cf7853e5d395a,coveragepy,16,0,0.0000,0.0000,0,dead,2684
coveragepy:f3a70c951e838e3cfab706b9a2d0459d783e5a4f,coveragepy,8,0,0.0000,0.0000,0,dead,2685
coveragepy:933ef836fce0dcf6adc0c40ef801c30c9a1d1293,coveragepy,8,0,0.0000,0.0000,0,dead,2686
coveragepy:694435b844760ca0443cf87bf73a537f06c37d7d,coveragepy,8,0,0.0000,0.0000,0,dead,2687
coveragepy:d723b46460dc7ffb4abf54806087ffd614b81331,coveragepy,16,0,0.0000,0.0000,0,dead,2688
coveragepy:d08e6d08cb01d07209bcc5a96807e48eeb593ed9,coveragepy,16,0,0.0000,0.0000,0,dead,2689
coveragepy:df1bf082f242cccdcb342000525bede537b95935,coveragepy,16,0,0.0000,0.0000,0,dead,2690
coveragepy:dc0e80657257def9203b5e0ca7b6141d3dcd1d57,coveragepy,16,0,0.0000,0.0000,0,dead,2691
coveragepy:b5c69bd598d31173695453cedb18211e292ec777,coveragepy,16,0,0.0000,0.0000,0,dead,2692
coveragepy:1cd6c9bba0b4ba3018bf1b28fee645a7dd98fe68,coveragepy,16,0,0.0000,0.0000,0,dead,2693
coveragepy:364282ea7db7e9515299fe8f9cc5ad9523ea1820,coveragepy,8,0,0.0000,0.0000,0,dead,2694
datalad:f10c7f26954937767cf2a42352204c64189aa262,datalad,24,12,0.5000,0.9922,1,learnable,7
datalad:02635fd641ee3875cc596004a12d4ca2e383fd8f,datalad,24,13,0.5417,0.9906,1,learnable,101
datalad:51d72905a93157b03b6d35e1a1f7bc1b6569ace7,datalad,24,13,0.5417,0.9906,1,learnable,102
datalad:8fb58b5da3dcb5ca940664b159653baa9be85133,datalad,24,11,0.4583,0.9906,1,learnable,162
datalad:36853566a3b20f0ce0f94367e4e3a6fa964c5dea,datalad,24,11,0.4583,0.9906,1,learnable,163
datalad:c85c3682e7c0706779d77719876a045c843c4a29,datalad,24,11,0.4583,0.9906,1,learnable,164
datalad:07b952ca7ce075f49a6657225cd182455a21f818,datalad,24,11,0.4583,0.9906,1,learnable,165
datalad:ccb4177a7870de4059e2246e7ce5d572848332ff,datalad,16,7,0.4375,0.9886,1,learnable,220
datalad:a08c7915c33980f3bf3f796f9315490dc67425c5,datalad,24,10,0.4167,0.9857,1,learnable,296
datalad:70c8056eeaadd26c1ff547edf520f274b6562356,datalad,24,10,0.4167,0.9857,1,learnable,297
datalad:4caa50e89bcde322e6bf1ca37dc878c41d465038,datalad,24,15,0.6250,0.9763,1,learnable,407
datalad:cf3afbe0606298228164e5fa48b6782830b5922d,datalad,24,15,0.6250,0.9763,1,learnable,408
datalad:2cd755fec58dd26bab6b206b640b527b09b8abab,datalad,16,10,0.6250,0.9763,1,learnable,409
datalad:916ad5273829a0f213d7fd3f098e05477360154d,datalad,24,15,0.6250,0.9763,1,learnable,410
datalad:6d7e070c65827f2deb828f58770cfb02350d47f6,datalad,24,15,0.6250,0.9763,1,learnable,411
datalad:073036402f40275768316a07336298e280644927,datalad,24,9,0.3750,0.9763,1,learnable,412
datalad:6f41a9ff01a8ddb5cad728d4bb112d876ecd5b7e,datalad,24,9,0.3750,0.9763,1,learnable,413
datalad:4461fc9571573796e6250a3fb29db176ae7e52d0,datalad,16,6,0.3750,0.9763,1,learnable,414
datalad:fe62e46955f5a428bcf72b28a0861194a59183b0,datalad,24,16,0.6667,0.9608,1,learnable,634
datalad:7b0b8d096f46ebc653d1559bf77e3fe7fc20bc23,datalad,24,8,0.3333,0.9608,1,learnable,708
datalad:965607ef83f9c3c7f731ce12b990d4dc94cdce2e,datalad,16,11,0.6875,0.9500,1,learnable,771
datalad:8bb550b13c2efc5bddce511dda4f6f25cd4034a7,datalad,16,5,0.3125,0.9500,1,learnable,772
datalad:52e15e380f7538f3e49b8ee48a0f4480b29c5b07,datalad,16,5,0.3125,0.9500,1,learnable,773
datalad:6b6d671fe7a7efffe0106c3607d89143ea428402,datalad,16,5,0.3125,0.9500,1,learnable,774
datalad:615910dbe77da5573a05456e81b01a67da2a987a,datalad,24,17,0.7083,0.9366,1,learnable,858
datalad:3c5907ea08a55e118e5ec5900c38f03411b03f39,datalad,24,7,0.2917,0.9366,1,learnable,859
datalad:b7077e8b2024e1ac150268cc4dbd73a521ca46d2,datalad,24,7,0.2917,0.9366,1,learnable,860
datalad:16c1ffc349df566151db0beb6d355ca27266bb8c,datalad,24,18,0.7500,0.8999,1,learnable,993
datalad:2b03324dc8da24884a7b262dd4f8c62a0a111f9c,datalad,16,12,0.7500,0.8999,1,learnable,994
datalad:6096b64e10afc251895b2eabdf126cef2a94c33b,datalad,24,18,0.7500,0.8999,1,learnable,995
datalad:4969148f58c3a40ac05f33e714879a637d846aef,datalad,24,18,0.7500,0.8999,1,learnable,996
datalad:e02655bc1504ec8e1369fa4a367d808733110663,datalad,24,18,0.7500,0.8999,1,learnable,997
datalad:c7c3dce52cd10cac20fdb31b26d136ff1822a224,datalad,8,6,0.7500,0.8999,1,learnable,998
datalad:2f8ec83b44108d3b022c778a99d648105028f202,datalad,16,12,0.7500,0.8999,1,learnable,999
datalad:05ea160a5cd78d4d8ce4559c893ccdd0221db4af,datalad,24,6,0.2500,0.8999,1,learnable,1000
datalad:eee1331f77ea7abafe78a7cffe6bf1b53fd0ca64,datalad,24,6,0.2500,0.8999,1,learnable,1001
datalad:141a55f9c03cc25dfdc087a5993d39b79431e84f,datalad,24,6,0.2500,0.8999,1,learnable,1002
datalad:9827892da941857c0dab1e68ab3d8f8c9bf3b8a8,datalad,24,6,0.2500,0.8999,1,learnable,1003
datalad:4484ab9ed80e70ca24250650ddb46dc575aff245,datalad,16,4,0.2500,0.8999,1,learnable,1004
datalad:b3016f91a65b2051447b4911e59db657f22a2bba,datalad,24,5,0.2083,0.8457,1,learnable,1247
datalad:2df9d5fbce2dd5a23a60dc647caa20bdfcc8384a,datalad,24,5,0.2083,0.8457,1,learnable,1248
datalad:4686269521264030101bcae50929cfb2af6f520f,datalad,24,5,0.2083,0.8457,1,learnable,1249
datalad:dcad257988817412ba512e7455d2b304c583fcb8,datalad,24,5,0.2083,0.8457,1,learnable,1250
datalad:8a300d306e3040eb34ce0e973be526f210df1863,datalad,24,5,0.2083,0.8457,1,learnable,1251
datalad:ec25697dfdb224f814564b61033f75b59db56563,datalad,24,5,0.2083,0.8457,1,learnable,1252
datalad:0b2d8826d684613d33b411e317ce9368d939d076,datalad,24,19,0.7917,0.8457,1,learnable,1323
datalad:4b294fef09317d0e900f4141eeaa157a1c287fd8,datalad,24,19,0.7917,0.8457,1,learnable,1324
datalad:fbb05051f6c01ff8c3257ce4458cfe47644f8ddb,datalad,16,13,0.8125,0.8101,1,learnable,1405
datalad:68c56799e9c05a5e7463922584396ad4e511401e,datalad,16,13,0.8125,0.8101,1,learnable,1406
datalad:d506f925df22667910adb647463856cbcee325c5,datalad,16,13,0.8125,0.8101,1,learnable,1407
datalad:9c5ef02a8512d3242997df85016e9c3ce8e3f2b7,datalad,16,13,0.8125,0.8101,1,learnable,1408
datalad:959c5aa13eeadf6d285c6fd2608ea10622fdb381,datalad,24,20,0.8333,0.7674,1,learnable,1483
datalad:3dba19f2bcd8acf940330da340c04ea291f6c3d5,datalad,24,20,0.8333,0.7674,1,learnable,1484
datalad:eece02fffb4db513d63cf169d1eb4195164c5385,datalad,24,20,0.8333,0.7674,1,learnable,1485
datalad:48975a033c2f5ae43aa5132612165aa5a4bd39dc,datalad,24,4,0.1667,0.7674,1,learnable,1486
datalad:6b3f2fffe32116320cac8a6dfb43a10bc7d84e74,datalad,24,4,0.1667,0.7674,1,learnable,1487
